天數,二次加權,一次
Day 163,10337269.849999999627471,10638123.509999999776483
Day 164,10823124.050000000745058,11123441.279999999329448
Day 165,11143071.129999998956919,11487397.640000000596046
Day 166,11078856.009999999776483,11470000.549999998882413
Day 167,10973981.359999999403954,11333433.439999999478459
Day 168,10726741.129999998956919,11004750.949999999254942
Day 169,10972901.080000000074506,11163122.259999999776483
Day 170,10979710.129999998956919,11200034.539999999105930
Day 171,10856492.609999999403954,11043058.750000000000000
Day 172,11068340.239999998360872,11307597.070000000298023
Day 173,10896005.589999999850988,11160768.989999998360872
Day 174,10913711.929999999701977,11266596.219999998807907
Day 175,11105272.969999998807907,11407597.549999998882413
Day 176,11085891.970000000670552,11342906.349999999627471
Day 177,11253361.289999999105930,11509857.250000000000000
Day 178,11371707.449999999254942,11632074.279999999329448
Day 179,11310353.699999999254942,11689831.599999999627471
Day 180,11256425.449999999254942,11597128.379999998956919
Day 181,11380910.000000000000000,11748160.320000000298023
Day 182,11312867.679999999701977,11667750.339999999850988
Day 183,11294109.160000000149012,11695601.640000000596046
Day 184,11255614.230000000447035,11565003.730000000447035
Day 185,11808309.929999999701977,11789266.929999999701977
Day 186,11570459.000000000000000,11392006.390000000596046
Day 187,11522532.620000001043081,11422909.019999999552965
Day 188,11752435.969999998807907,11654698.299999998882413
Day 189,11811082.960000000894070,11721306.629999998956919
Day 190,11937832.509999999776483,11877341.259999999776483
Day 191,11962365.990000000223517,11949971.969999998807907
Day 192,11944685.759999999776483,11785477.769999999552965
Day 193,11879846.169999998062849,11816815.359999999403954
Day 194,12091466.890000000596046,11938351.640000000596046
Day 195,12082332.599999999627471,12048586.820000000298023
Day 196,12186980.339999999850988,12259167.629999998956919
Day 197,12161868.579999998211861,12286876.740000000223517
Day 198,12132897.480000000447035,12183829.390000000596046
Day 199,12333655.039999999105930,12282150.330000000074506
Day 200,12484229.239999998360872,12367989.839999997988343
Day 201,12610685.609999999403954,12538697.679999999701977
Day 202,12531645.599999999627471,12463266.269999999552965
Day 203,12467209.599999999627471,12349119.349999997764826
Day 204,12910649.349999999627471,12253086.259999997913837
Day 205,12903958.789999999105930,12289637.109999999403954
Day 206,12926169.019999999552965,12395113.419999998062849
Day 207,12867756.960000000894070,12436203.859999999403954
Day 208,12962706.179999999701977,12534512.509999999776483
Day 209,12936080.400000000372529,12507774.050000000745058
Day 210,12912034.869999999180436,12394348.919999999925494
Day 211,12912946.489999998360872,12311336.609999999403954
Day 212,12921859.900000000372529,12419103.939999999478459
Day 213,12884302.700000001117587,12305379.740000000223517
Day 214,12987342.050000000745058,12456356.199999999254942
Day 215,13007795.310000000521541,12380927.839999997988343
Day 216,12919030.669999999925494,12281425.080000000074506
Day 217,12909326.120000001043081,12390943.169999999925494
Day 218,12807371.089999999850988,12240713.070000000298023
Day 219,12638327.509999999776483,12089553.449999999254942
Day 220,12306846.609999999403954,11888357.799999998882413
Day 221,12449459.179999999701977,12063926.289999999105930
Day 222,12396729.699999999254942,12048393.820000000298023
Day 223,12650323.169999999925494,12337219.099999999627471
Day 224,12691605.179999999701977,12102667.740000000223517
Day 225,13086259.029999999329448,12423374.279999999329448
Day 226,13105760.510000001639128,12385544.550000000745058
Day 227,13098730.580000000074506,12405618.230000000447035
Day 228,13190390.719999998807907,12491216.800000000745058
Day 229,13191798.310000000521541,12510001.730000000447035
Day 230,13079670.859999999403954,12342086.149999998509884
Day 231,13149931.990000000223517,12541253.200000001117587
Day 232,13076072.559999998658895,12519982.629999998956919
Day 233,12872144.410000000149012,12270778.480000000447035
Day 234,13192197.920000001788139,12580483.089999999850988
Day 235,13165062.119999999180436,12451242.089999999850988
Day 236,13176220.449999999254942,12429610.209999999031425
Day 237,13028439.359999999403954,12241986.469999998807907
Day 238,13051157.619999999180436,12285412.410000000149012
Day 239,12868006.000000000000000,12094620.449999999254942
Day 240,12959726.379999998956919,12183266.359999999403954
Day 241,13035629.929999999701977,12356168.960000000894070
Day 242,13206470.640000000596046,12540268.099999999627471
Day 243,13150363.739999998360872,12469057.130000000819564
Day 244,13015893.519999999552965,12177753.660000000149012
Day 245,13138454.429999999701977,12317995.809999998658895
Day 246,13248437.360000001266599,12401801.669999998062849
Day 247,13141147.139999998733401,12392378.850000001490116
Day 248,13004658.910000000149012,12282939.699999999254942
Day 249,13080596.589999999850988,12340382.920000001788139
Day 250,13198713.849999999627471,12455438.000000000000000
Day 251,13058131.350000001490116,12311560.889999998733401
Day 252,12910057.080000000074506,12176371.339999999850988
result_train_2016(2016 Q1).csv,252
Day 1,10000000.000000000000000,10000000.000000000000000
Day 2,9980657.550000000745058,10062315.339999999850988
Day 3,9814662.660000000149012,9983985.330000001937151
Day 4,9533726.580000000074506,9871806.269999999552965
Day 5,9439782.899999998509884,9706641.979999998584390
Day 6,9482469.320000000298023,9689614.230000000447035
Day 7,9504089.169999999925494,9735289.900000000372529
Day 8,9272531.769999999552965,9548288.210000000894070
Day 9,9416827.769999999552965,9703353.680000001564622
Day 10,9155636.199999999254942,9515387.009999999776483
Day 11,9207740.730000000447035,9620301.080000000074506
Day 12,9087254.820000000298023,9542738.160000000149012
Day 13,9061648.730000000447035,9617125.950000001117587
Day 14,9304966.519999999552965,9728403.419999999925494
Day 15,9134188.859999999403954,9617111.550000000745058
Day 16,9316841.690000001341105,9751954.450000001117587
Day 17,9261309.410000000149012,9656213.060000000521541
Day 18,9388735.410000000149012,9711314.790000000968575
Day 19,9737358.540000000968575,9983729.789999999105930
Day 20,9649735.880000000819564,10035397.070000000298023
Day 21,9358908.379999998956919,9884414.460000000894070
Day 22,9377421.539999999105930,9931028.859999999403954
Day 23,9450035.320000000298023,9974093.160000000149012
Day 24,9356220.009999999776483,9997950.070000000298023
Day 25,9217858.779999999329448,9935478.259999999776483
Day 26,9185092.859999999403954,9913551.740000000223517
Day 27,9131056.620000001043081,9875450.570000000298023
Day 28,8886706.169999999925494,9732469.060000000521541
Day 29,9208886.900000000372529,9866921.089999999850988
Day 30,9325694.490000002086163,10016423.530000001192093
Day 31,9461230.970000000670552,10193912.890000000596046
Day 32,9352719.910000000149012,10058360.560000000521541
Day 33,9318599.990000000223517,10046820.880000000819564
Day 34,9423313.939999999478459,10229080.269999999552965
Day 35,9195013.669999998062849,10192741.730000000447035
Day 36,9205209.870000001043081,10194577.650000000372529
Day 37,9336000.509999999776483,10295716.589999999850988
Day 38,9309002.099999999627471,10214564.949999999254942
Day 39,9205116.349999999627471,10158095.210000000894070
Day 40,9498869.469999998807907,10329698.699999999254942
Day 41,9573509.899999998509884,10376726.650000000372529
Day 42,9579195.300000000745058,10454531.830000000074506
Day 43,9610178.429999999701977,10522903.220000000670552
Day 44,9526767.000000000000000,10626498.320000000298023
Day 45,9455269.489999998360872,10531976.060000002384186
Day 46,9495876.719999998807907,10503899.800000000745058
Day 47,9433770.580000000074506,10510555.190000001341105
Day 48,9533291.820000000298023,10589367.489999998360872
Day 49,9504356.650000000372529,10576177.820000000298023
Day 50,9510521.530000001192093,10563468.820000000298023
Day 51,9514118.730000000447035,10599437.019999999552965
Day 52,9600006.179999999701977,10641756.929999999701977
Day 53,9693560.699999999254942,10688092.500000000000000
Day 54,9696589.000000000000000,10759280.679999999701977
Day 55,9649526.709999999031425,10761970.629999998956919
Day 56,9634034.569999998435378,10727964.080000000074506
Day 57,9613898.560000000521541,10773693.620000001043081
Day 58,9583431.750000000000000,10768111.820000000298023
Day 59,9644804.289999999105930,10824374.430000003427267
Day 60,9703953.919999999925494,10854689.870000001043081
Day 61,9687882.579999998211861,10810833.879999998956919
Day 62,9807932.830000000074506,10915492.000000000000000
Day 63,9736079.050000000745058,10896444.349999997764826
Day 64,9627633.439999999478459,10817908.570000000298023
Day 65,9689339.660000000149012,10916896.780000001192093
Day 66,9515038.339999999850988,10816856.960000000894070
Day 67,9526606.790000000968575,10793202.110000001266599
Day 68,9551768.719999998807907,10767316.259999997913837
Day 69,9642686.449999999254942,10877790.000000000000000
Day 70,9839634.289999999105930,11008981.460000000894070
Day 71,9872131.720000000670552,11006206.750000000000000
Day 72,9832589.759999999776483,11002621.599999999627471
Day 73,9909222.929999999701977,11066876.119999997317791
Day 74,10012874.019999999552965,11168498.740000002086163
Day 75,10018453.440000001341105,11135240.380000000819564
Day 76,9954620.609999999403954,11044355.880000000819564
Day 77,9811646.199999999254942,11071745.210000000894070
Day 78,9803407.609999999403954,11037055.990000002086163
Day 79,9737062.169999999925494,11010396.400000000372529
Day 80,9747412.969999998807907,11038836.570000000298023
Day 81,9638663.660000000149012,10957307.890000000596046
Day 82,9630520.360000001266599,10858233.039999999105930
Day 83,9743791.269999999552965,10931626.430000001564622
Day 84,9618837.169999999925494,10870007.330000001937151
Day 85,9595565.560000000521541,10808913.880000000819564
Day 86,9529698.839999999850988,10736625.760000001639128
Day 87,9581253.369999999180436,10785106.169999998062849
Day 88,9532099.509999999776483,10761609.890000000596046
Day 89,9674718.830000000074506,10854038.769999999552965
Day 90,9628296.910000000149012,10702258.070000000298023
Day 91,9636951.499999998137355,10678182.309999998658895
Day 92,9518767.440000001341105,10516114.320000000298023
Day 93,9584382.259999997913837,10637505.929999999701977
Day 94,9481643.379999998956919,10560966.809999998658895
Day 95,9638947.019999999552965,10493983.370000001043081
Day 96,9527945.009999999776483,10653222.280000001192093
Day 97,9538242.109999999403954,10719644.539999999105930
Day 98,9528369.599999999627471,10711943.010000001639128
Day 99,9696739.449999999254942,10839149.550000000745058
Day 100,9827349.219999998807907,10954729.080000000074506
Day 101,9760658.939999999478459,10931304.730000000447035
Day 102,9807067.359999999403954,10950825.969999998807907
Day 103,9818655.500000000000000,10943977.519999999552965
Day 104,9859156.019999999552965,10964381.859999999403954
Day 105,9842357.890000000596046,11067424.589999999850988
Day 106,9730544.489999998360872,11126740.690000001341105
Day 107,9800390.859999999403954,11223542.250000000000000
Day 108,9749349.240000000223517,11195622.260000001639128
Day 109,9757124.869999999180436,11333465.740000002086163
Day 110,9714158.339999999850988,11300648.110000001266599
Day 111,9626679.419999999925494,11230971.199999999254942
Day 112,9505271.719999998807907,11125086.170000001788139
Day 113,9434813.970000000670552,11149331.490000000223517
Day 114,9410921.730000000447035,11134260.250000000000000
Day 115,9473986.129999998956919,11227278.979999998584390
Day 116,9441579.039999999105930,11158382.050000000745058
Day 117,9469285.910000000149012,11199455.329999998211861
Day 118,9563441.839999999850988,11220901.980000000447035
Day 119,9547027.150000000372529,11257782.890000000596046
Day 120,9725858.969999998807907,11384701.969999998807907
Day 121,9241483.169999999925494,11076490.240000000223517
Day 122,9033396.600000001490116,10961887.140000000596046
Day 123,9234689.719999998807907,11064901.390000000596046
Day 124,9440750.039999999105930,11270222.609999999403954
Day 125,9574139.219999998807907,11387335.969999998807907
Day 126,9537955.019999999552965,11408872.839999999850988
Day 127,9438640.709999999031425,11389870.429999999701977
Day 128,9476238.810000000521541,11473061.020000001415610
Day 129,9489899.469999998807907,11423377.089999999850988
Day 130,9674000.669999999925494,11555491.220000000670552
Day 131,9729426.820000000298023,11558093.299999998882413
Day 132,9861010.060000000521541,11593226.670000001788139
Day 133,9891703.119999997317791,11630867.730000000447035
Day 134,10004483.000000001862645,11636664.730000000447035
Day 135,9996780.060000000521541,11665739.990000002086163
Day 136,10021295.410000000149012,11610137.530000001192093
Day 137,9958235.310000000521541,11625930.510000001639128
Day 138,10067600.889999998733401,11619337.449999999254942
Day 139,10026963.589999999850988,11615857.410000000149012
Day 140,10095598.460000000894070,11625265.430000001564622
Day 141,10100180.730000000447035,11569950.690000001341105
Day 142,10104033.009999999776483,11667066.769999999552965
Day 143,10057651.209999999031425,11681568.869999999180436
Day 144,10054198.429999999701977,11665254.670000001788139
Day 145,10071138.339999999850988,11687988.050000000745058
Day 146,10077162.179999999701977,11716768.510000001639128
Day 147,10052513.019999999552965,11665248.359999999403954
Day 148,10116970.199999999254942,11631249.910000000149012
Day 149,10130660.250000000000000,11641679.330000000074506
Day 150,10273440.740000000223517,11907221.320000000298023
Day 151,10279949.380000000819564,11866052.020000001415610
Day 152,10293244.029999999329448,11841061.870000001043081
Day 153,10254414.809999998658895,11869345.240000002086163
Day 154,10311227.800000000745058,11937821.539999999105930
Day 155,10290583.059999998658895,11935224.010000001639128
Day 156,10346334.580000000074506,11927212.410000002011657
Day 157,10302295.769999999552965,11886165.719999998807907
Day 158,10327247.149999998509884,11921040.739999998360872
Day 159,10352245.240000000223517,11968429.189999999478459
Day 160,10347873.429999999701977,11917635.069999998435378
Day 161,10333546.580000000074506,11903062.179999999701977
Day 162,10357408.240000000223517,11905466.850000001490116
Day 163,10353339.490000000223517,11817190.170000001788139
Day 164,10395379.500000000000000,11730501.710000000894070
Day 165,10385667.179999999701977,11722957.600000001490116
Day 166,10453214.910000000149012,11779994.869999997317791
Day 167,10476286.219999998807907,11721131.919999999925494
Day 168,10450603.019999999552965,11692869.260000001639128
Day 169,10463629.719999998807907,11748106.020000001415610
Day 170,10484228.740000000223517,11759284.060000002384186
Day 171,10495679.300000000745058,11797172.780000001192093
Day 172,10469745.809999998658895,11766288.500000001862645
Day 173,10485451.800000000745058,11770999.140000000596046
Day 174,10313484.769999999552965,11541181.540000000968575
Day 175,10467174.880000000819564,11738558.780000001192093
Day 176,10327048.550000000745058,11562879.500000000000000
Day 177,10296491.919999999925494,11565054.720000002533197
Day 178,10408940.230000000447035,11722420.339999999850988
Day 179,10349781.500000000000000,11783351.620000001043081
Day 180,10362893.660000000149012,11711364.780000001192093
Day 181,10378397.080000000074506,11727164.130000000819564
Day 182,10419690.239999998360872,11837349.609999999403954
Day 183,10495971.369999999180436,11902803.350000001490116
Day 184,10392655.929999999701977,11831449.070000000298023
Day 185,10262072.140000000596046,11763496.769999999552965
Day 186,10368932.060000000521541,11848998.619999999180436
Day 187,10429327.089999999850988,11989924.570000000298023
Day 188,10256189.519999999552965,11861065.740000002086163
Day 189,10383479.460000000894070,12031232.549999997019768
Day 190,10334531.750000000000000,11963684.250000000000000
Day 191,10336903.610000001266599,11916708.750000000000000
Day 192,10472219.349999999627471,11986389.710000000894070
Day 193,10506241.830000001937151,11892097.199999999254942
Day 194,10581113.890000000596046,11873858.700000001117587
Day 195,10599980.709999999031425,11886536.150000002235174
Day 196,10503422.879999998956919,11699744.260000001639128
Day 197,10497326.529999999329448,11701744.580000000074506
Day 198,10436274.569999998435378,11717201.339999999850988
Day 199,10500250.779999999329448,11731063.130000000819564
Day 200,10436782.369999999180436,11677067.970000000670552
Day 201,10516790.089999999850988,11867207.390000000596046
Day 202,10502006.589999999850988,11850506.960000000894070
Day 203,10466238.050000000745058,11803360.440000001341105
Day 204,10568338.779999999329448,11744246.669999999925494
Day 205,10643415.759999999776483,11727209.019999999552965
Day 206,10737827.629999998956919,11791665.730000000447035
Day 207,10769540.109999999403954,11732051.860000001266599
Day 208,10732730.669999999925494,11697015.810000000521541
Day 209,10717207.480000000447035,11613777.109999999403954
Day 210,10739631.070000000298023,11613634.320000000298023
Day 211,10721815.730000000447035,11545067.750000000000000
Day 212,10669144.649999998509884,11488643.740000000223517
Day 213,10637632.079999998211861,11460261.379999998956919
Day 214,10537879.929999999701977,11449572.620000001043081
Day 215,10824874.329999998211861,11669219.330000001937151
Day 216,10867968.399999998509884,11754056.670000001788139
Day 217,11083157.060000000521541,12072120.660000000149012
Day 218,11171249.750000000000000,12174318.929999999701977
Day 219,11250524.239999998360872,12138481.190000001341105
Day 220,11375728.839999999850988,12218350.390000000596046
Day 221,11452194.099999999627471,12276092.050000000745058
Day 222,11327465.839999999850988,12180671.739999998360872
Day 223,11440725.469999998807907,12079383.480000000447035
Day 224,11391343.649999998509884,11963684.629999998956919
Day 225,11458688.000000000000000,12056371.730000000447035
Day 226,11493662.070000000298023,12113923.929999999701977
Day 227,11488166.700000001117587,12229986.380000000819564
Day 228,11504674.579999998211861,12261209.519999999552965
Day 229,11461306.729999998584390,12195541.120000001043081
Day 230,11520797.710000000894070,12280477.870000001043081
Day 231,11624747.309999998658895,12258055.769999999552965
Day 232,11724498.029999999329448,12299163.480000000447035
Day 233,11690388.929999999701977,12297913.750000000000000
Day 234,11891936.910000000149012,12175312.160000000149012
Day 235,11933904.229999998584390,12205407.820000000298023
Day 236,12113120.800000000745058,12335030.410000000149012
Day 237,12199391.599999999627471,12278948.570000000298023
Day 238,12291123.279999999329448,12326960.990000000223517
Day 239,12228577.480000000447035,12392712.839999999850988
Day 240,12287779.419999999925494,12446569.439999999478459
Day 241,12266552.320000000298023,12332565.160000000149012
Day 242,12365110.570000000298023,12390027.640000002458692
Day 243,12252820.970000000670552,12389094.330000001937151
Day 244,12335650.099999997764826,12322451.680000001564622
Day 245,12427493.400000000372529,12351105.830000000074506
Day 246,12403601.140000000596046,12264293.609999999403954
Day 247,12396990.289999999105930,12234283.970000000670552
Day 248,12416761.850000001490116,12275183.100000001490116
Day 249,12418573.279999999329448,12280036.099999999627471
Day 250,12350838.330000000074506,12172213.360000001266599
Day 251,12296835.189999999478459,12166215.600000001490116
Day 252,12287192.769999999552965,12114939.399999998509884
result_train_2017(2017 Q1).csv,251
Day 1,10000000.000000000000000,10000000.000000000000000
Day 2,10032980.089999999850988,10031372.929999999701977
Day 3,10025313.759999999776483,10050677.469999998807907
Day 4,10027593.449999999254942,10093818.679999999701977
Day 5,10007638.529999999329448,10073307.469999998807907
Day 6,10020206.859999999403954,10053100.180000001564622
Day 7,10047635.789999999105930,10101597.329999998211861
Day 8,10021165.419999999925494,10091463.649999998509884
Day 9,10004905.039999999105930,10066643.460000000894070
Day 10,9990832.500000000000000,10072432.679999999701977
Day 11,9975487.560000000521541,10078621.410000000149012
Day 12,9944794.370000001043081,10069310.769999999552965
Day 13,9959211.200000001117587,10088450.849999999627471
Day 14,9919999.750000000000000,10072956.410000000149012
Day 15,10008925.730000000447035,10167885.580000001937151
Day 16,10091694.399999998509884,10291461.669999998062849
Day 17,10106020.000000000000000,10326099.159999998286366
Day 18,10114654.560000000521541,10326760.279999997466803
Day 19,10053685.560000000521541,10258261.820000000298023
Day 20,10014094.929999999701977,10208131.529999999329448
Day 21,9987323.530000001192093,10298715.499999998137355
Day 22,9963458.330000001937151,10261581.629999998956919
Day 23,10029091.519999999552965,10364989.919999999925494
Day 24,10021598.089999999850988,10375231.709999999031425
Day 25,10028758.959999999031425,10419398.059999998658895
Day 26,10022500.349999999627471,10403162.769999999552965
Day 27,10090798.679999999701977,10414066.979999998584390
Day 28,10139602.769999997690320,10453634.449999999254942
Day 29,10216104.929999999701977,10519175.699999999254942
Day 30,10235658.330000000074506,10564360.980000000447035
Day 31,10295157.750000001862645,10587435.890000000596046
Day 32,10281793.390000000596046,10634474.129999998956919
Day 33,10280450.019999999552965,10613649.129999998956919
Day 34,10362576.620000001043081,10688380.740000002086163
Day 35,10347212.000000000000000,10763438.659999998286366
Day 36,10367178.640000000596046,10798536.259999999776483
Day 37,10388600.879999998956919,10825111.179999999701977
Day 38,10431047.160000000149012,10817052.210000000894070
Day 39,10416134.939999999478459,10820590.849999997764826
Day 40,10555314.199999999254942,10987660.739999998360872
Day 41,10446762.109999999403954,10957920.069999998435378
Day 42,10444405.289999999105930,10962070.750000000000000
Day 43,10429607.730000000447035,10948453.879999998956919
Day 44,10416515.790000000968575,10946159.110000001266599
Day 45,10358064.240000002086163,10939794.669999999925494
Day 46,10338141.099999999627471,10940261.559999998658895
Day 47,10363860.459999999031425,10977020.169999998062849
Day 48,10347665.660000000149012,10984686.129999998956919
Day 49,10329183.959999999031425,10944712.069999998435378
Day 50,10391359.759999999776483,11015133.189999999478459
Day 51,10366669.140000000596046,10997675.139999998733401
Day 52,10358131.669999999925494,11014474.750000000000000
Day 53,10370596.820000000298023,11015532.830000000074506
Day 54,10272395.410000000149012,10920748.740000000223517
Day 55,10313385.370000001043081,10944774.980000000447035
Day 56,10282491.240000000223517,10948164.759999997913837
Day 57,10267098.189999999478459,10917958.570000000298023
Day 58,10244186.410000000149012,10936286.000000000000000
Day 59,10312022.800000000745058,11014356.789999999105930
Day 60,10312510.560000000521541,10984609.810000000521541
Day 61,10364479.139999998733401,11004108.779999999329448
Day 62,10347601.929999999701977,10967226.359999997541308
Day 63,10339044.009999997913837,10970227.660000000149012
Day 64,10381019.859999999403954,10988204.099999999627471
Day 65,10362553.740000000223517,10990034.759999999776483
Day 66,10385914.310000000521541,10988978.790000000968575
Day 67,10412055.789999999105930,10984861.669999999925494
Day 68,10417695.699999999254942,10972777.989999998360872
Day 69,10431779.360000001266599,10964264.830000001937151
Day 70,10372997.170000001788139,10935324.070000000298023
Day 71,10289330.529999999329448,10886499.939999999478459
Day 72,10378888.070000000298023,10994952.910000000149012
Day 73,10373981.609999999403954,11004233.859999999403954
Day 74,10346444.240000002086163,11003304.629999998956919
Day 75,10484888.259999999776483,11089418.260000001639128
Day 76,10495830.429999999701977,11101222.329999998211861
Day 77,10596150.710000000894070,11197743.320000000298023
Day 78,10799684.690000001341105,11358758.029999997466803
Day 79,10783964.890000000596046,11316824.949999999254942
Day 80,10773004.320000002160668,11305051.419999998062849
Day 81,10769283.030000001192093,11296191.689999999478459
Day 82,10763588.640000000596046,11308260.900000000372529
Day 83,10759181.489999998360872,11361265.320000000298023
Day 84,10758698.250000000000000,11344694.349999997764826
Day 85,10727450.869999999180436,11376521.209999997168779
Day 86,10765627.179999999701977,11452280.020000001415610
Day 87,10772194.330000001937151,11491655.609999999403954
Day 88,10768575.830000000074506,11474569.199999999254942
Day 89,10766511.660000000149012,11433712.949999999254942
Day 90,10738500.390000000596046,11448012.920000001788139
Day 91,10712671.779999999329448,11476191.980000000447035
Day 92,10768170.339999999850988,11499745.359999999403954
Day 93,10736951.040000000968575,11486055.050000000745058
Day 94,10583562.490000000223517,11308625.960000000894070
Day 95,10645623.710000000894070,11354963.740000000223517
Day 96,10760514.259999999776483,11442471.570000000298023
Day 97,10791717.700000001117587,11526147.900000000372529
Day 98,10814870.109999999403954,11528014.929999999701977
Day 99,10840675.060000000521541,11604365.320000002160668
Day 100,10901373.740000002086163,11658531.840000001713634
Day 101,10901568.199999999254942,11658996.990000000223517
Day 102,10892060.930000001564622,11666236.340000001713634
Day 103,10903099.409999998286366,11708310.529999997466803
Day 104,11001141.790000000968575,11788871.030000001192093
Day 105,11049351.080000001937151,11886633.230000000447035
Day 106,11043487.870000001043081,11859417.220000000670552
Day 107,10996503.820000000298023,11835761.199999997392297
Day 108,11026086.730000000447035,11875520.859999999403954
Day 109,11026016.450000001117587,11863919.839999999850988
Day 110,11077630.230000000447035,11804121.490000000223517
Day 111,11034565.199999999254942,11688026.469999996945262
Day 112,11086402.730000000447035,11792407.439999997615814
Day 113,11092609.980000000447035,11808737.719999998807907
Day 114,11102082.700000001117587,11793574.300000000745058
Day 115,11117371.849999999627471,11819849.330000000074506
Day 116,11181025.740000000223517,11938111.429999999701977
Day 117,11175856.320000000298023,11927321.149999998509884
Day 118,11153106.630000000819564,11909048.529999999329448
Day 119,11174647.869999999180436,11916973.699999999254942
Day 120,11201808.819999998435378,11962849.209999999031425
Day 121,11177360.599999999627471,11931690.580000000074506
Day 122,11136889.859999999403954,11847363.500000000000000
Day 123,11217798.940000001341105,11928586.039999999105930
Day 124,11135902.440000001341105,11798405.169999998062849
Day 125,11174174.449999999254942,11806693.869999999180436
Day 126,11196988.380000000819564,11831369.059999998658895
Day 127,11232745.500000000000000,11882105.939999999478459
Day 128,11164727.219999998807907,11821233.789999999105930
Day 129,11235930.609999999403954,11913467.600000001490116
Day 130,11216728.780000001192093,11957918.970000000670552
Day 131,11219930.049999998882413,11965726.740000000223517
Day 132,11297124.169999999925494,12059006.880000000819564
Day 133,11308577.550000000745058,12031451.679999999701977
Day 134,11385716.710000000894070,12118304.759999999776483
Day 135,11387533.610000001266599,12120035.909999998286366
Day 136,11352466.550000000745058,12109191.519999999552965
Day 137,11422205.679999999701977,12200826.359999999403954
Day 138,11429739.490000000223517,12201686.999999998137355
Day 139,11416485.650000000372529,12230048.089999996125698
Day 140,11404256.099999999627471,12221389.750000000000000
Day 141,11591816.159999998286366,12247481.099999999627471
Day 142,11708810.629999998956919,12414984.049999997019768
Day 143,11753954.240000000223517,12425793.919999998062849
Day 144,11794098.260000001639128,12400878.109999999403954
Day 145,11812336.639999998733401,12380062.889999998733401
Day 146,11792153.459999999031425,12402249.979999998584390
Day 147,11797756.970000000670552,12509717.579999998211861
Day 148,11814797.310000000521541,12477537.950000001117587
Day 149,11835632.859999999403954,12488134.150000000372529
Day 150,11859700.439999999478459,12552602.299999998882413
Day 151,11868980.419999999925494,12539064.719999998807907
Day 152,11832707.200000001117587,12504899.360000001266599
Day 153,11749535.960000000894070,12402937.789999999105930
Day 154,11766702.339999999850988,12459242.330000000074506
Day 155,11836036.809999998658895,12554970.489999998360872
Day 156,11873469.339999999850988,12627681.619999999180436
Day 157,11877602.779999999329448,12638114.019999997690320
Day 158,11750563.910000000149012,12507042.239999998360872
Day 159,11727582.830000000074506,12480609.339999999850988
Day 160,11732750.309999998658895,12520936.669999999925494
Day 161,11860231.860000001266599,12653066.699999997392297
Day 162,11820649.049999998882413,12589429.399999998509884
Day 163,11807319.649999998509884,12574585.719999998807907
Day 164,11816467.619999997317791,12570517.960000000894070
Day 165,11823053.110000001266599,12620135.859999999403954
Day 166,11884167.120000001043081,12665872.670000001788139
Day 167,11912097.570000000298023,12682965.989999998360872
Day 168,11957317.800000000745058,12755569.050000000745058
Day 169,11978564.739999998360872,12785297.129999998956919
Day 170,11951675.460000000894070,12651142.449999999254942
Day 171,11932828.310000000521541,12622908.350000001490116
Day 172,11973627.700000001117587,12689370.630000000819564
Day 173,11952316.710000000894070,12686346.669999999925494
Day 174,12069168.380000000819564,12869046.949999999254942
Day 175,12085655.870000001043081,12835162.080000000074506
Day 176,12112145.460000002756715,12865188.950000001117587
Day 177,12149165.760000001639128,12878177.709999999031425
Day 178,12210674.609999999403954,12928019.179999999701977
Day 179,12282312.380000000819564,12936471.239999998360872
Day 180,12301202.400000002235174,12922532.929999997839332
Day 181,12362526.900000000372529,12932293.499999998137355
Day 182,12333543.420000001788139,12879602.070000000298023
Day 183,12318955.519999999552965,12849691.089999999850988
Day 184,12231236.049999998882413,12754772.849999997764826
Day 185,12208062.919999999925494,12730429.189999997615814
Day 186,12263228.539999999105930,12740272.189999999478459
Day 187,12318594.140000004321337,12795468.199999999254942
Day 188,12307633.480000000447035,12802734.990000000223517
Day 189,12354018.109999999403954,12881880.079999998211861
Day 190,12392268.900000000372529,12918545.810000000521541
Day 191,12415929.400000000372529,12948691.299999998882413
Day 192,12471967.950000001117587,13016252.139999998733401
Day 193,12471289.100000001490116,13035606.489999998360872
Day 194,12503483.720000002533197,13044902.419999998062849
Day 195,12610305.910000000149012,13074564.660000002011657
Day 196,12682535.859999999403954,13140991.499999998137355
Day 197,12701345.479999998584390,13126608.790000000968575
Day 198,12745650.120000001043081,13152367.259999999776483
Day 199,12721317.039999999105930,13180784.600000001490116
Day 200,12786609.419999999925494,13242156.550000000745058
Day 201,12796199.839999997988343,13262080.689999999478459
Day 202,12805210.439999999478459,13208252.640000000596046
Day 203,12916521.160000000149012,13310418.029999999329448
Day 204,12898580.589999999850988,13262991.519999997690320
Day 205,13024999.000000000000000,13425240.209999999031425
Day 206,12935941.259999999776483,13367355.219999998807907
Day 207,12980357.310000002384186,13421183.690000001341105
Day 208,13040257.090000001713634,13495941.770000001415610
Day 209,12994035.949999999254942,13495780.740000000223517
Day 210,12999884.720000002533197,13534697.129999998956919
Day 211,13020597.560000000521541,13538192.789999997243285
Day 212,13112355.419999999925494,13602075.199999999254942
Day 213,13147605.820000000298023,13651307.240000000223517
Day 214,13184340.710000000894070,13658127.129999998956919
Day 215,13212579.149999998509884,13726768.959999999031425
Day 216,13187903.539999999105930,13720200.459999999031425
