天數,二次加權,一次,二次平均
Day 110,11491976.940000001341105,11638770.250000000000000,11638770.250000000000000
Day 111,11470425.540000000968575,11612121.660000000149012,11612121.660000000149012
Day 112,11416790.870000001043081,11597989.550000000745058,11597989.550000000745058
Day 113,11456483.100000001490116,11624830.550000000745058,11624830.550000000745058
Day 114,11421369.839999999850988,11598878.320000000298023,11598878.320000000298023
Day 115,11465494.480000000447035,11661884.560000000521541,11661884.560000000521541
Day 116,11364789.169999999925494,11582904.470000000670552,11582904.470000000670552
Day 117,11432082.129999998956919,11643416.960000000894070,11643416.960000000894070
Day 118,11470562.780000001192093,11668642.039999999105930,11668642.039999999105930
Day 119,11455797.419999999925494,11678167.390000000596046,11678167.390000000596046
Day 120,11522645.879999998956919,11754779.879999998956919,11754779.879999998956919
Day 121,11347117.759999999776483,11585425.359999999403954,11585425.359999999403954
Day 122,11320889.190000001341105,11568190.380000000819564,11568190.380000000819564
Day 123,11479334.130000000819564,11712680.650000000372529,11712680.650000000372529
Day 124,11639969.820000000298023,11867394.899999998509884,11867394.899999998509884
Day 125,11768722.100000001490116,12018200.239999998360872,12018200.239999998360872
result_train_2016_Q3-Q4(2016 Q1).csv,127
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9840400.250000000000000,9860699.530000001192093,9840400.250000000000000
Day 3,9904646.620000001043081,9880227.609999999403954,9904646.620000001043081
Day 4,9882659.099999997764826,9894964.679999999701977,9882659.099999997764826
Day 5,10066449.480000000447035,10116685.660000000149012,10066449.480000000447035
Day 6,10144696.800000000745058,10183407.719999998807907,10144696.800000000745058
Day 7,10203775.099999999627471,10241345.210000000894070,10203775.099999999627471
Day 8,10171190.099999999627471,10211209.279999999329448,10171190.099999999627471
Day 9,10289380.650000000372529,10351024.560000000521541,10289380.650000000372529
Day 10,10315681.309999998658895,10374774.789999999105930,10315681.309999998658895
Day 11,10331562.100000001490116,10413554.060000000521541,10331562.100000001490116
Day 12,10351033.370000001043081,10447987.540000000968575,10351033.370000001043081
Day 13,10346591.600000001490116,10475829.359999999403954,10346591.600000001490116
Day 14,10295240.769999999552965,10410146.509999999776483,10295240.769999999552965
Day 15,10294773.500000000000000,10440792.350000001490116,10294773.500000000000000
Day 16,10181038.199999999254942,10356665.800000000745058,10181038.199999999254942
Day 17,10201636.960000000894070,10371521.029999999329448,10201636.960000000894070
Day 18,10384839.740000000223517,10566147.710000000894070,10384839.740000000223517
Day 19,10343546.750000000000000,10558289.689999999478459,10343546.750000000000000
Day 20,10363943.820000000298023,10523859.449999999254942,10363943.820000000298023
Day 21,10315412.619999999180436,10563267.220000000670552,10315412.619999999180436
Day 22,10248846.880000000819564,10485851.359999999403954,10248846.880000000819564
Day 23,10353904.560000000521541,10580859.359999999403954,10353904.560000000521541
Day 24,10333906.519999999552965,10591987.800000000745058,10333906.519999999552965
Day 25,10459792.369999999180436,10737146.849999999627471,10459792.369999999180436
Day 26,10500262.790000000968575,10754677.660000000149012,10500262.790000000968575
Day 27,10513517.000000000000000,10768743.769999999552965,10513517.000000000000000
Day 28,10433444.800000000745058,10704240.030000001192093,10433444.800000000745058
Day 29,10483087.949999999254942,10738408.439999999478459,10483087.949999999254942
Day 30,10504062.320000000298023,10737783.929999999701977,10504062.320000000298023
Day 31,10598990.610000001266599,10847944.129999998956919,10598990.610000001266599
Day 32,10598928.809999998658895,10848126.179999999701977,10598928.809999998658895
Day 33,10587104.590000001713634,10846910.140000000596046,10587104.590000001713634
Day 34,10623224.460000000894070,10831973.400000002235174,10623224.460000000894070
Day 35,10586533.279999999329448,10831519.109999999403954,10586533.279999999329448
Day 36,10563405.049999998882413,10837315.959999999031425,10563405.049999998882413
Day 37,10548419.539999999105930,10819844.069999998435378,10548419.539999999105930
Day 38,10530483.900000000372529,10772308.210000000894070,10530483.900000000372529
Day 39,10509971.830000000074506,10760244.050000000745058,10509971.830000000074506
Day 40,10471529.740000000223517,10743875.169999999925494,10471529.740000000223517
Day 41,10528628.900000000372529,10793521.940000001341105,10528628.900000000372529
Day 42,10481007.740000000223517,10764371.629999998956919,10481007.740000000223517
Day 43,10430516.119999999180436,10731700.550000000745058,10430516.119999999180436
Day 44,10434899.329999998211861,10758391.269999999552965,10434899.329999998211861
Day 45,10513966.769999999552965,10843672.750000000000000,10513966.769999999552965
Day 46,10582423.769999999552965,10893915.230000000447035,10582423.769999999552965
Day 47,10592258.859999999403954,10916780.830000000074506,10592258.859999999403954
Day 48,10556665.509999999776483,10842360.939999999478459,10556665.509999999776483
Day 49,10317225.750000000000000,10616281.490000000223517,10317225.750000000000000
Day 50,10448353.230000000447035,10778934.269999999552965,10448353.230000000447035
Day 51,10398258.849999999627471,10760277.070000000298023,10398258.849999999627471
Day 52,10447291.029999999329448,10820125.880000000819564,10447291.029999999329448
Day 53,10584005.830000000074506,10948371.759999999776483,10584005.830000000074506
Day 54,10473126.000000000000000,10879350.870000001043081,10473126.000000000000000
Day 55,10473126.070000000298023,10889319.380000000819564,10473126.070000000298023
Day 56,10481698.329999998211861,10905045.679999999701977,10481698.329999998211861
Day 57,10596404.640000000596046,10998265.040000000968575,10596404.640000000596046
Day 58,10680398.169999999925494,11078556.759999999776483,10680398.169999999925494
Day 59,10604912.179999999701977,10993788.929999999701977,10604912.179999999701977
Day 60,10515469.740000000223517,10890404.629999998956919,10515469.740000000223517
Day 61,10563871.470000000670552,10945753.859999999403954,10563871.470000000670552
Day 62,10694206.350000001490116,11027187.690000001341105,10694206.350000001490116
Day 63,10560549.299999998882413,10879408.980000000447035,10560549.299999998882413
Day 64,10674882.440000001341105,10980318.650000000372529,10674882.440000001341105
Day 65,10658855.320000000298023,10980943.500000000000000,10658855.320000000298023
Day 66,10644212.790000000968575,10990260.929999999701977,10644212.790000000968575
Day 67,10759496.190000001341105,11103312.369999999180436,10759496.190000001341105
Day 68,10782915.060000000521541,11128267.050000000745058,10782915.060000000521541
Day 69,10788314.240000000223517,11115394.280000001192093,10788314.240000000223517
Day 70,10941228.669999999925494,11235319.419999999925494,10941228.669999999925494
Day 71,10871237.030000001192093,11151639.320000000298023,10871237.030000001192093
Day 72,10858462.500000000000000,11167276.320000000298023,10858462.500000000000000
Day 73,10804758.070000000298023,11133460.890000000596046,10804758.070000000298023
Day 74,10822000.229999998584390,11163210.459999999031425,10822000.229999998584390
Day 75,10821990.240000000223517,11146409.830000000074506,10821990.240000000223517
Day 76,10873058.220000000670552,11168023.900000000372529,10873058.220000000670552
Day 77,10922798.740000000223517,11247529.160000000149012,10922798.740000000223517
Day 78,10901406.630000000819564,11225332.790000000968575,10901406.630000000819564
Day 79,10881070.369999999180436,11213643.339999999850988,10881070.369999999180436
Day 80,10943672.740000000223517,11319131.750000000000000,10943672.740000000223517
Day 81,10989362.359999999403954,11323915.800000000745058,10989362.359999999403954
Day 82,11069241.250000000000000,11384314.950000001117587,11069241.250000000000000
Day 83,10970914.050000000745058,11322177.780000001192093,10970914.050000000745058
Day 84,11034031.910000000149012,11301753.740000000223517,11034031.910000000149012
Day 85,11046603.190000001341105,11301736.370000001043081,11046603.190000001341105
Day 86,11022462.700000001117587,11206196.950000001117587,11022462.700000001117587
Day 87,10955073.759999999776483,11130062.639999998733401,10955073.759999999776483
Day 88,10882874.620000001043081,11060213.120000001043081,10882874.620000001043081
Day 89,10807868.440000001341105,10990114.630000000819564,10807868.440000001341105
Day 90,11052274.439999999478459,11257001.320000000298023,11052274.439999999478459
Day 91,11069904.179999999701977,11276489.160000000149012,11069904.179999999701977
Day 92,11260725.070000000298023,11470992.759999999776483,11260725.070000000298023
Day 93,11372634.330000000074506,11533316.150000000372529,11372634.330000000074506
Day 94,11379347.759999999776483,11567968.689999999478459,11379347.759999999776483
Day 95,11450651.589999999850988,11522991.669999999925494,11450651.589999999850988
Day 96,11501677.870000001043081,11523508.380000000819564,11501677.870000001043081
Day 97,11449943.959999999031425,11537100.959999999031425,11449943.959999999031425
Day 98,11447285.650000000372529,11573193.679999999701977,11447285.650000000372529
Day 99,11483087.429999999701977,11574680.720000000670552,11483087.429999999701977
Day 100,11576938.919999999925494,11674211.689999999478459,11576938.919999999925494
Day 101,11657103.529999999329448,11684738.820000000298023,11657103.529999999329448
Day 102,11669071.890000000596046,11675502.279999999329448,11669071.890000000596046
Day 103,11688230.179999999701977,11713457.529999999329448,11688230.179999999701977
Day 104,11644475.949999999254942,11646460.499999998137355,11644475.949999999254942
Day 105,11674296.179999999701977,11706473.830000000074506,11674296.179999999701977
Day 106,11733269.269999999552965,11650734.479999998584390,11733269.269999999552965
Day 107,11849326.989999998360872,11661827.269999999552965,11849326.989999998360872
Day 108,11842602.880000000819564,11671798.169999999925494,11842602.880000000819564
Day 109,11894015.640000000596046,11770580.119999999180436,11894015.640000000596046
Day 110,11923243.760000001639128,11804856.509999999776483,11923243.760000001639128
Day 111,12043857.300000000745058,11958990.209999999031425,12043857.300000000745058
Day 112,12156741.330000000074506,12053345.070000000298023,12156741.330000000074506
Day 113,12256116.110000001266599,12132658.690000001341105,12256116.110000001266599
Day 114,12253234.060000000521541,12076130.380000000819564,12253234.060000000521541
Day 115,12300575.330000000074506,12140487.039999999105930,12300575.330000000074506
Day 116,12222092.240000000223517,12094698.710000000894070,12222092.240000000223517
Day 117,12303014.469999998807907,12161877.089999999850988,12303014.469999998807907
Day 118,12302462.149999998509884,12098000.779999999329448,12302462.149999998509884
Day 119,12361988.519999999552965,12159456.939999999478459,12361988.519999999552965
Day 120,12426209.289999999105930,12225203.970000000670552,12426209.289999999105930
Day 121,12458105.800000000745058,12250676.080000000074506,12458105.800000000745058
Day 122,12464001.449999999254942,12227873.310000000521541,12464001.449999999254942
Day 123,12474872.769999999552965,12255537.179999999701977,12474872.769999999552965
Day 124,12486268.349999999627471,12278446.560000000521541,12486268.349999999627471
Day 125,12413481.369999999180436,12211422.209999999031425,12413481.369999999180436
Day 126,12377742.320000000298023,12178850.410000000149012,12377742.320000000298023
Day 127,12367268.190000001341105,12160851.179999999701977,12367268.190000001341105
result_train_2017_Q1-Q2(2017 Q1).csv,125
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9989191.830000000074506,10035507.210000000894070,10035507.210000000894070
Day 3,9991876.939999999478459,10059634.870000001043081,10059634.870000001043081
Day 4,10030352.379999998956919,10141059.830000000074506,10141059.830000000074506
Day 5,9969691.960000000894070,10081403.440000001341105,10081403.440000001341105
Day 6,9929430.269999999552965,10046555.040000000968575,10046555.040000000968575
Day 7,9972307.800000000745058,10104591.500000000000000,10104591.500000000000000
Day 8,9989905.469999998807907,10068322.939999999478459,10068322.939999999478459
Day 9,9966667.740000000223517,10059341.410000000149012,10059341.410000000149012
Day 10,10026179.470000000670552,10095615.000000000000000,10095615.000000000000000
Day 11,10053673.740000000223517,10123994.700000001117587,10123994.700000001117587
Day 12,10030500.150000000372529,10097022.150000000372529,10097022.150000000372529
Day 13,10043526.360000001266599,10114769.280000001192093,10114769.280000001192093
Day 14,10028150.540000000968575,10103162.310000000521541,10103162.310000000521541
Day 15,10008883.099999999627471,10133478.279999999329448,10133478.279999999329448
Day 16,10061275.580000000074506,10184407.390000000596046,10184407.390000000596046
Day 17,10040747.769999999552965,10155864.160000000149012,10155864.160000000149012
Day 18,10051704.469999998807907,10199148.270000001415610,10199148.270000001415610
Day 19,10012015.689999999478459,10204494.099999999627471,10204494.099999999627471
Day 20,10003394.750000000000000,10168949.289999999105930,10168949.289999999105930
Day 21,9981046.560000000521541,10161002.439999999478459,10161002.439999999478459
Day 22,9995969.730000000447035,10153425.849999999627471,10153425.849999999627471
Day 23,10051657.269999999552965,10276086.220000000670552,10276086.220000000670552
Day 24,10060227.269999999552965,10261176.109999999403954,10261176.109999999403954
Day 25,10103597.330000000074506,10275193.469999998807907,10275193.469999998807907
Day 26,10139920.400000000372529,10279628.099999999627471,10279628.099999999627471
Day 27,10094003.290000000968575,10273642.490000000223517,10273642.490000000223517
Day 28,10093266.469999998807907,10276913.419999999925494,10276913.419999999925494
Day 29,10126470.170000001788139,10317772.030000001192093,10317772.030000001192093
Day 30,10137675.210000000894070,10347628.990000000223517,10347628.990000000223517
Day 31,10151040.570000000298023,10370178.160000000149012,10370178.160000000149012
Day 32,10249789.440000001341105,10436147.699999999254942,10436147.699999999254942
Day 33,10274222.699999999254942,10439810.660000000149012,10439810.660000000149012
Day 34,10307114.480000000447035,10470174.810000000521541,10470174.810000000521541
Day 35,10362969.169999999925494,10502741.070000000298023,10502741.070000000298023
Day 36,10400986.679999999701977,10527757.600000001490116,10527757.600000001490116
Day 37,10425263.660000000149012,10559735.900000000372529,10559735.900000000372529
Day 38,10360873.759999999776483,10508589.020000001415610,10508589.020000001415610
Day 39,10391907.320000000298023,10523060.140000000596046,10523060.140000000596046
Day 40,10512579.230000000447035,10639785.460000000894070,10639785.460000000894070
Day 41,10515011.379999998956919,10621189.030000001192093,10621189.030000001192093
Day 42,10495754.859999999403954,10628430.929999999701977,10628430.929999999701977
Day 43,10467778.629999998956919,10604672.820000000298023,10604672.820000000298023
Day 44,10457298.900000000372529,10604985.830000000074506,10604985.830000000074506
Day 45,10465719.040000000968575,10607144.890000000596046,10607144.890000000596046
Day 46,10477603.289999999105930,10621630.780000001192093,10621630.780000001192093
Day 47,10518402.679999999701977,10659633.129999998956919,10659633.129999998956919
Day 48,10493162.330000001937151,10665360.519999999552965,10665360.519999999552965
Day 49,10471394.239999998360872,10653106.240000000223517,10653106.240000000223517
Day 50,10501872.390000000596046,10672405.269999997690320,10672405.269999997690320
Day 51,10498364.019999999552965,10670303.030000001192093,10670303.030000001192093
Day 52,10537589.949999999254942,10699811.099999999627471,10699811.099999999627471
Day 53,10565621.439999999478459,10707873.389999998733401,10707873.389999998733401
Day 54,10567419.880000000819564,10662678.290000000968575,10662678.290000000968575
Day 55,10575697.769999999552965,10685438.380000000819564,10685438.380000000819564
Day 56,10554667.250000000000000,10684390.119999999180436,10684390.119999999180436
Day 57,10548360.259999999776483,10687022.629999998956919,10687022.629999998956919
Day 58,10548270.280000001192093,10685456.160000002011657,10685456.160000002011657
Day 59,10566411.240000000223517,10713248.580000000074506,10713248.580000000074506
Day 60,10542812.030000001192093,10690795.470000000670552,10690795.470000000670552
Day 61,10581774.230000000447035,10722149.830000000074506,10722149.830000000074506
Day 62,10578032.379999998956919,10720341.730000000447035,10720341.730000000447035
Day 63,10564220.250000000000000,10720799.689999999478459,10720799.689999999478459
Day 64,10566911.879999998956919,10704807.530000001192093,10704807.530000001192093
Day 65,10590286.009999999776483,10724366.480000000447035,10724366.480000000447035
Day 66,10584462.900000000372529,10723325.010000001639128,10723325.010000001639128
Day 67,10576255.820000000298023,10700734.980000000447035,10700734.980000000447035
Day 68,10577950.779999999329448,10701942.969999998807907,10701942.969999998807907
Day 69,10616294.539999999105930,10736762.639999996870756,10736762.639999996870756
Day 70,10633368.050000000745058,10742164.540000000968575,10742164.540000000968575
Day 71,10587816.399999998509884,10722630.850000001490116,10722630.850000001490116
Day 72,10658598.570000000298023,10799680.979999998584390,10799680.979999998584390
Day 73,10715145.370000001043081,10839325.580000000074506,10839325.580000000074506
Day 74,10697382.620000001043081,10820498.820000000298023,10820498.820000000298023
Day 75,10728672.970000000670552,10894475.890000002458692,10894475.890000002458692
Day 76,10737344.470000000670552,10893079.960000000894070,10893079.960000000894070
Day 77,10828049.160000000149012,10951159.239999998360872,10951159.239999998360872
Day 78,11039500.599999999627471,11112468.410000000149012,11112468.410000000149012
Day 79,11023468.830000000074506,11103095.560000000521541,11103095.560000000521541
Day 80,11026744.000000000000000,11104427.309999998658895,11104427.309999998658895
Day 81,11006472.240000002086163,11078180.550000000745058,11078180.550000000745058
Day 82,11026955.420000001788139,11075074.480000000447035,11075074.480000000447035
Day 83,11074941.300000000745058,11129278.739999998360872,11129278.739999998360872
Day 84,11128686.060000000521541,11107162.679999999701977,11107162.679999999701977
Day 85,11214123.279999999329448,11154467.660000000149012,11154467.660000000149012
Day 86,11228667.949999999254942,11165320.460000000894070,11165320.460000000894070
Day 87,11238378.480000000447035,11156124.080000000074506,11156124.080000000074506
Day 88,11198502.189999999478459,11146465.810000000521541,11146465.810000000521541
Day 89,11183033.670000001788139,11098038.890000000596046,11098038.890000000596046
Day 90,11184428.919999999925494,11093594.330000000074506,11093594.330000000074506
Day 91,11206725.520000001415610,11124894.480000000447035,11124894.480000000447035
Day 92,11263370.660000000149012,11160901.139999998733401,11160901.139999998733401
Day 93,11306326.480000000447035,11162980.300000000745058,11162980.300000000745058
Day 94,11230710.449999999254942,11051160.279999999329448,11051160.279999999329448
Day 95,11244551.730000000447035,11065182.259999997913837,11065182.259999997913837
Day 96,11294777.130000000819564,11130523.849999999627471,11130523.849999999627471
Day 97,11368954.000000000000000,11197982.349999999627471,11197982.349999999627471
Day 98,11360787.439999999478459,11195419.039999999105930,11195419.039999999105930
Day 99,11454145.440000001341105,11288340.439999999478459,11288340.439999999478459
Day 100,11530628.689999999478459,11331719.629999998956919,11331719.629999998956919
Day 101,11552417.820000000298023,11356976.720000000670552,11356976.720000000670552
Day 102,11590694.370000001043081,11379879.669999998062849,11379879.669999998062849
Day 103,11658639.119999999180436,11425933.580000000074506,11425933.580000000074506
Day 104,11723709.679999999701977,11474341.960000000894070,11474341.960000000894070
Day 105,11813297.530000001192093,11527541.570000000298023,11527541.570000000298023
Day 106,11785813.150000000372529,11508671.580000000074506,11508671.580000000074506
Day 107,11726380.739999998360872,11434664.179999999701977,11434664.179999999701977
Day 108,11701197.519999999552965,11435019.609999999403954,11435019.609999999403954
Day 109,11674093.669999999925494,11388592.399999998509884,11388592.399999998509884
Day 110,11709172.120000001043081,11395657.460000000894070,11395657.460000000894070
Day 111,11634704.559999998658895,11351083.289999999105930,11351083.289999999105930
Day 112,11680600.580000000074506,11409317.800000000745058,11409317.800000000745058
Day 113,11742945.119999999180436,11444842.779999999329448,11444842.779999999329448
Day 114,11776575.139999998733401,11433072.720000000670552,11433072.720000000670552
Day 115,11840715.849999999627471,11462694.550000000745058,11462694.550000000745058
Day 116,11880590.349999999627471,11499576.379999998956919,11499576.379999998956919
Day 117,11924846.849999999627471,11488855.470000000670552,11488855.470000000670552
Day 118,11874911.750000000000000,11479133.769999999552965,11479133.769999999552965
Day 119,11880785.330000001937151,11456880.349999999627471,11456880.349999999627471
Day 120,11903410.969999998807907,11514100.680000001564622,11514100.680000001564622
Day 121,11893386.919999999925494,11521842.370000001043081,11521842.370000001043081
Day 122,11803415.929999999701977,11456795.050000000745058,11456795.050000000745058
Day 123,11856834.730000000447035,11549641.029999999329448,11549641.029999999329448
Day 124,11733299.780000001192093,11408307.499999998137355,11408307.499999998137355
Day 125,11742095.779999999329448,11407665.010000001639128,11407665.010000001639128
result_train_2017_Q3-Q4(2017 Q1).csv,126
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9991083.120000001043081,10015228.519999999552965,9998379.160000002011657
Day 3,9910044.369999999180436,9959678.169999999925494,9918850.870000001043081
Day 4,9991101.310000000521541,10027880.109999999403954,9994168.990000000223517
Day 5,9999765.419999999925494,10052346.570000000298023,10022537.740000000223517
Day 6,10001623.649999998509884,10051909.490000000223517,10021239.849999999627471
Day 7,10071712.969999998807907,10143063.490000000223517,10084132.520000001415610
Day 8,10095023.639999998733401,10144130.429999999701977,10093742.379999998956919
Day 9,10118850.519999999552965,10213632.919999999925494,10137162.279999999329448
Day 10,10139771.769999999552965,10221141.380000000819564,10146968.330000000074506
Day 11,10091823.100000001490116,10204048.249999998137355,10116957.869999999180436
Day 12,10155131.700000001117587,10289376.849999999627471,10185574.989999998360872
Day 13,10061139.470000000670552,10252464.579999998211861,10109225.660000000149012
Day 14,10045308.210000000894070,10249417.320000000298023,10111894.589999999850988
Day 15,10035706.840000001713634,10231987.060000000521541,10118593.460000000894070
Day 16,10268967.750000000000000,10317317.359999999403954,10296539.919999999925494
Day 17,10203807.809999998658895,10412408.039999999105930,10246825.480000000447035
Day 18,10166247.839999999850988,10410850.530000001192093,10224029.189999999478459
Day 19,10157441.900000000372529,10422271.640000000596046,10200442.750000000000000
Day 20,10159548.490000000223517,10418902.019999999552965,10201726.570000000298023
Day 21,10163155.659999998286366,10441446.540000000968575,10221318.450000001117587
Day 22,10274502.599999997764826,10494330.369999999180436,10315268.680000001564622
Day 23,10253121.990000000223517,10466773.540000000968575,10303896.380000000819564
Day 24,10307516.030000001192093,10511428.430000001564622,10356762.420000001788139
Day 25,10360068.309999998658895,10537714.240000000223517,10399064.490000000223517
Day 26,10362316.759999999776483,10543792.110000001266599,10395000.470000000670552
Day 27,10385720.139999998733401,10540034.810000000521541,10421693.859999999403954
Day 28,10249048.139999998733401,10437141.419999999925494,10299599.520000001415610
Day 29,10307427.330000000074506,10487152.220000000670552,10356172.269999999552965
Day 30,10383997.179999997839332,10548749.240000002086163,10431769.509999999776483
Day 31,10402213.199999999254942,10558679.459999997168779,10439813.220000000670552
Day 32,10463531.870000001043081,10565298.820000000298023,10492014.130000000819564
Day 33,10278805.449999999254942,10441082.419999999925494,10320430.109999999403954
Day 34,10212219.759999999776483,10419974.140000000596046,10268804.080000000074506
Day 35,10243851.160000000149012,10444851.399999998509884,10311926.099999999627471
Day 36,10361343.719999998807907,10566333.500000000000000,10442114.719999998807907
Day 37,10310150.040000000968575,10531671.160000002011657,10388752.560000000521541
Day 38,10307392.210000000894070,10528463.660000000149012,10385235.339999999850988
Day 39,10355548.589999999850988,10546341.180000001564622,10433413.230000000447035
Day 40,10402146.730000000447035,10589620.080000000074506,10484321.300000000745058
Day 41,10410578.440000001341105,10611059.609999999403954,10492494.929999999701977
Day 42,10475470.509999997913837,10632937.669999999925494,10540859.690000001341105
Day 43,10505219.179999999701977,10700871.610000003129244,10576115.439999999478459
Day 44,10531777.800000000745058,10726044.159999998286366,10605712.849999999627471
Day 45,10472287.410000000149012,10655418.950000001117587,10548275.230000000447035
Day 46,10491143.550000000745058,10679776.470000000670552,10576407.250000001862645
Day 47,10507175.909999998286366,10728243.240000000223517,10625031.940000001341105
Day 48,10476025.500000000000000,10719710.350000001490116,10603673.859999999403954
Day 49,10597617.380000000819564,10846218.390000000596046,10719337.429999999701977
Day 50,10610819.339999999850988,10862676.240000000223517,10761485.629999998956919
Day 51,10574395.919999999925494,10896456.000000000000000,10709845.629999998956919
Day 52,10556521.470000000670552,10922855.650000002235174,10734204.699999999254942
Day 53,10606457.699999999254942,10936412.530000003054738,10736013.009999999776483
Day 54,10643214.129999998956919,10945396.390000000596046,10753578.919999999925494
Day 55,10685195.629999998956919,10950246.720000000670552,10775246.190000001341105
Day 56,10688516.000000000000000,10989911.789999999105930,10810469.750000000000000
Day 57,10657809.449999999254942,10956145.289999999105930,10781942.010000001639128
Day 58,10677158.980000000447035,10947786.630000000819564,10802265.870000001043081
Day 59,10658048.939999999478459,10865960.250000000000000,10731196.759999999776483
Day 60,10672548.480000000447035,10840962.089999999850988,10725472.740000000223517
Day 61,10690106.039999999105930,10882526.460000000894070,10747967.320000000298023
Day 62,10749123.090000001713634,10929134.300000000745058,10804537.349999999627471
Day 63,10776072.809999998658895,10949384.680000001564622,10826489.360000001266599
Day 64,10788616.130000002682209,11009339.429999999701977,10864687.129999998956919
Day 65,10842806.520000001415610,11025858.180000001564622,10901448.140000000596046
Day 66,10825443.189999999478459,11030541.160000000149012,10881727.200000001117587
Day 67,10879602.830000001937151,11109057.489999998360872,10941553.609999999403954
Day 68,10908784.980000000447035,11107648.980000000447035,10969630.620000001043081
Day 69,10921718.890000000596046,11127086.060000002384186,10986453.370000001043081
Day 70,10934646.289999999105930,11150457.719999998807907,11009749.910000000149012
Day 71,10981140.800000000745058,11199342.000000000000000,11067832.009999999776483
Day 72,10973163.310000000521541,11184623.710000000894070,11057595.239999998360872
Day 73,11046186.500000000000000,11203933.170000001788139,11107198.009999999776483
Day 74,11071050.619999999180436,11207919.550000000745058,11122902.439999999478459
Day 75,11056165.269999999552965,11258077.429999997839332,11112338.890000000596046
Day 76,11069707.699999999254942,11241662.130000002682209,11105749.759999999776483
Day 77,11042676.890000000596046,11213390.030000001192093,11090983.519999999552965
Day 78,11073042.320000000298023,11299609.990000000223517,11129535.250000000000000
Day 79,11069926.490000000223517,11281269.179999999701977,11120844.900000002235174
Day 80,11244012.150000000372529,11338088.290000002831221,11253190.969999998807907
Day 81,11189983.050000000745058,11275679.039999999105930,11224301.000000000000000
Day 82,11265656.799999998882413,11331968.990000000223517,11239908.929999999701977
Day 83,11366910.410000000149012,11397502.060000000521541,11317728.970000000670552
Day 84,11341333.769999999552965,11398255.399999998509884,11293935.730000000447035
Day 85,11384709.430000001564622,11430258.060000000521541,11318841.770000001415610
Day 86,11387434.279999999329448,11441447.330000001937151,11341772.660000000149012
Day 87,11376331.320000002160668,11465524.769999999552965,11336138.100000001490116
Day 88,11476643.279999999329448,11506807.230000000447035,11424183.000000000000000
Day 89,11521538.789999999105930,11543809.899999998509884,11463869.620000001043081
Day 90,11528221.220000000670552,11578152.000000001862645,11489331.860000001266599
Day 91,11518665.610000001266599,11570306.860000001266599,11490140.830000000074506
Day 92,11390821.820000000298023,11513867.570000000298023,11392762.289999999105930
Day 93,11380515.099999999627471,11478474.309999998658895,11382964.429999999701977
Day 94,11411348.220000000670552,11517185.660000002011657,11400737.370000001043081
Day 95,11435996.800000000745058,11490779.399999998509884,11436468.759999999776483
Day 96,11313426.240000002086163,11415681.800000002607703,11312483.320000000298023
Day 97,11502512.399999998509884,11485407.320000000298023,11489751.300000000745058
Day 98,11479131.240000000223517,11429621.190000001341105,11441138.580000000074506
Day 99,11557939.089999999850988,11465776.729999996721745,11505467.460000000894070
Day 100,11663427.690000001341105,11586642.539999999105930,11619144.710000000894070
Day 101,11668298.210000000894070,11560080.500000000000000,11618936.509999999776483
Day 102,11657801.419999999925494,11603605.019999997690320,11635779.580000001937151
Day 103,11682647.349999999627471,11594815.549999998882413,11663517.669999999925494
Day 104,11832128.779999999329448,11710223.429999999701977,11791463.739999998360872
Day 105,11785910.550000000745058,11694549.419999998062849,11691335.750000000000000
Day 106,11918379.799999998882413,11866728.560000000521541,11830136.620000001043081
Day 107,11950077.699999999254942,11810229.820000000298023,11830126.019999999552965
Day 108,11980146.479999998584390,11760028.220000002533197,11780894.589999999850988
Day 109,11941027.220000000670552,11735214.770000001415610,11744785.859999999403954
Day 110,11915525.769999999552965,11746896.559999998658895,11746115.469999998807907
Day 111,11972325.460000000894070,11789419.210000000894070,11811457.640000000596046
Day 112,12016482.939999999478459,11877609.560000000521541,11878311.170000001788139
Day 113,12069379.130000000819564,11906865.339999999850988,11932430.570000000298023
Day 114,12041230.769999999552965,11943593.509999997913837,11934401.449999999254942
Day 115,12137451.260000001639128,11979258.850000001490116,12043803.820000002160668
Day 116,12061335.810000000521541,11937365.279999997466803,11975566.820000002160668
Day 117,12145228.530000001192093,12022015.269999999552965,12069508.030000001192093
Day 118,12284608.869999999180436,12079198.990000000223517,12162415.250000000000000
Day 119,12265255.339999997988343,12044084.600000001490116,12125119.600000001490116
Day 120,12300065.169999999925494,12037108.029999999329448,12145117.520000001415610
Day 121,12334228.010000001639128,12065449.270000001415610,12169712.310000000521541
Day 122,12353127.919999999925494,12063305.169999999925494,12181943.970000000670552
Day 123,12327969.079999998211861,12047805.349999999627471,12170779.479999998584390
Day 124,12373607.769999999552965,12076744.980000000447035,12221328.810000000521541
Day 125,12406225.710000000894070,12102756.179999999701977,12246458.369999999180436
Day 126,12335173.029999999329448,12043299.870000001043081,12180716.729999998584390
result_train_2018_Q1-Q2(2018 Q1).csv,125
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9919532.339999999850988,9951285.129999998956919,9919532.339999999850988
